uid	vopenid	predicted_proba	feature_importances
5593666870	36351755877221672	0.96801466	
5580868792	35563457915258152	0.05951097	
5572402665	35016805819221288	0.8823305	
5569767675	34859654844908840	0.975239	
5563346717	34476021856470312	0.9949051	
5560101662	34282159045215528	0.99207777	
5538531655	32986353520477480	0.9659435	
5511004586	31291140330620200	0.99316895	
5472907374	28958978457601320	0.9840767	
5422111263	25892453748180264	0.9989122	
5398426516	24474996965770536	0.9909651	
5385892566	23719727839184168	0.99987113	
5349767781	21471567339193640	0.96751976	
5338472068	20768621316146472	0.86948925	
5332826465	20415394481571112	0.14053567	
5328174189	20125747188729128	0.9999702	
5310811638	19052228770137384	0.0224329	
5299795217	18363590960874792	0.8722383	
5293810102	17958619836712232	0.99939835	
5251799895	15283671187981608	0.2036176	
5246245767	14922986545349928	0.99545056	
5244401800	14802011275265320	0.9556744	
5236099638	14230303615092008	0.9937629	
5217149454	12974374848431400	0.19288504	
5213772787	12747518568170792	0.7965436	
5213741933	12745370547651880	0.99833953	
5202139787	12035851077158184	0.9802059	
5195213496	11643809817822504	0.99999464	
5190961446	11374694750356776	0.80039847	
5188477288	11235155356550440	0.9695099	
5188075695	11213602204026152	0.99713767	
5178043709	10641886289462568	0.96099037	
5145566887	8587685774361896	0.9978326	
5142005624	8361750227715368	0.97080743	
5130969610	7679921954882856	0.99363446	
51473519722	75933759073289512	0.8734442	
5111782995	6527952468968744	0.90248084	
51230624875	63489730813494568	0.12883307	
595030191	5946664951350568	0.9999329	
5948413186	57527136902579496	0.99995625	
5927608965	56306338753807656	0.51516324	
5924405740	56120372105708840	0.99676657	
5903701736	54895451056768296	0.99910563	
5799261507	48688975950775592	0.9954287	
5773073538	47105142805628200	0.44736218	
574847063	4563905196459304	0.9734587	
573832716	4494773067318568	0.9746962	
5734023725	44784579491792168	0.9951989	
5717008373	43789484357453096	0.74398625	
5711438824	43460369066624296	0.9997652	
5710971347	43433315872933160	0.9999521	
5696107275	42565206144320808	0.9991196	
5689648030	42180319696520488	0.99947506	
5616214201	37690976743327016	0.9989243	
5612962904	37496836168484136	0.9998652	
5594345521	36391594517464360	0.994799	
5591756822	36237967966471464	0.48231575	
5579381126	35470727692289320	0.971015	
5552118490	33804821949973800	0.79267436	
5514563015	31547840258245928	0.9972703	
553897995	3116271571174696	0.6688586	
5472892775	28958121276081448	0.99975735	
5421362704	25849005993231656	0.98442763	
5419687503	25748531138921768	0.99359494	
5402047799	24692156417836328	0.9113252	
5380076264	23367347784254760	0.9997501	
5373126611	22940437832926504	0.99810743	
542216349	2276641972028712	0.96684974	
5366755070	22512701771482408	0.9980013	
5355358469	21809624282170664	0.8110816	
512148281	217029932352808	0.999524	
5331165853	20312393515402536	0.958378	
5297544433	18224546360722728	0.99219257	
5293740384	17952077393560872	0.9963319	
5286324913	17494566202901800	0.9962573	
5254377843	15452347908359464	0.99725807	
5250429744	15193809264969000	0.99872965	
5233561573	14065265872864552	0.61433136	
5231250711	13910946221524264	0.99830353	
5221719338	13287071418811688	0.6555577	
5221086437	13244220597208360	0.87072694	
5181021666	10803190832694568	0.97617084	
5169757732	10133243378926888	0.5374552	
5138137597	8121885095494952	0.9166322	
5137175219	8062529251444008	0.99529654	
5131874947	7734301206906152	0.98208606	
51493510307	77066874592298280	0.6502455	
51444432458	74280276859421992	0.07672129	
51444432697	74280195322152232	0.81396645	
51442975414	74197821875946792	0.5168404	
519127658	696085685601576	0.6099824	
51341809418	68841370726827304	0.9999279	
51255562923	64595925947254056	0.9792732	
51235501630	63746508184749352	0.02320859	
51206060078	62224767985780008	0.9984681	
592158379	5747911447414056	0.99446446	
5877634085	53359712552748328	0.010972977	
5836294643	50863606006678824	0.15137696	
5808171993	49207693512410408	0.9376492	
579018922	4847902325605672	0.98746115	
5757607513	46168786180900136	0.6037893	
5750676954	45757572791534888	0.9984059	
5708739572	43302529756693800	0.9996946	
5697342550	42639106962228520	0.9999448	
5682390476	41755275640046888	0.9861837	
5649994468	39782701045515560	0.9791917	
5641374600	39250971947566376	0.7993673	
5633038544	38734008678745384	0.99668795	
5606892779	37134358980986152	0.9863783	
5598439062	36634347813864744	0.99943537	
5596393788	36512671658804520	0.999967	
5589727749	36114523627062568	0.4222364	
5587193375	35957956768302376	0.8941789	
5569725490	34857053235578152	0.7530865	
5562191474	34406955359798568	0.9883435	
5549920983	33674703969584424	0.99999535	
556772921	3313489154540840	0.9843783	
5516091081	31640664366515496	0.9935987	
5500182377	30627112683963688	0.9968257	
5492663843	30167779957409064	0.9947379	
5485434322	29714965246379304	0.9951546	
5405821695	24916377735660840	0.98970264	
5391680870	24071846102435112	0.99813026	
5372437847	22901438321919272	0.99987566	
5355739186	21832741540988200	0.8714133	
5328895016	20170789852939560	0.9996443	
5311043375	19065798652200232	0.8199635	
5303199197	18574997908227368	0.9290034	
5291496131	17815530853762344	0.99884075	
5277617852	16951007489951016	0.6614216	
5275119956	16793480034911528	0.9905737	
5268860091	16393695821956392	0.87111145	
5267925262	16332534481028392	0.971582	
531871512	1568374417392936	0.8645461	
5250359251	15189130502079784	0.6323196	
529788352	1425249732527400	0.92152673	
5207472278	12359107831268648	0.00025282422	
5195463432	11656264149239080	0.7559968	
5192697896	11469227987174696	0.028261457	
5184561398	11009468716680488	0.9916529	
523643557	1004633183356200	0.99705756	
5152291251	9009218023982376	0.88077825	
51525757736	78936400170714408	0.9589468	
5120899101	7058224834807080	0.9981363	
5118561263	6918490422641960	0.041336592	
5107091362	6279928039736616	0.670698	
5105878944	6220722318214440	0.99149805	
51019471128	61533109807875368	0.99879044	
5983105557	59576326801458472	0.09634962	
5913626327	55483278802945320	0.99812263	
5887907008	53967786573432104	0.03970211	
5839268933	51046069840512296	0.33434832	
5835533732	50816904344241448	0.9997551	
5834453264	50753094753322280	0.6794047	
5777622091	47377773706478888	0.99979156	
5766812532	46726726860277032	0.99617344	
5716324030	43749787719566632	0.99835783	
5705436841	43112969026274600	0.038752135	
5698328990	42697741587318056	0.9909939	
5693647405	42418520260478248	0.9998267	
5687589846	42061839869543720	0.8103094	
5685649966	41951274593551656	0.98871034	
5640802027	39216704886539560	0.9611668	
5588828476	36057702149260584	0.9999386	
560928123	3598191799174440	0.033484597	
5579629303	35485871210104104	0.97462636	
5565684351	34615580242085160	0.98140556	
5539167230	33024728650614056	0.99995434	
5534394555	32738457940264232	0.9979995	
5516893638	31689354330375464	0.9977381	
5514862936	31566468538041640	0.9940024	
5473788064	29012373893678376	0.7443176	
5460653577	28194199065462056	0.9844157	
5458489905	28064947796051240	0.8430042	
5399399376	24533036939216168	0.99743724	
5386251317	23741142277686568	0.8320564	
5383326425	23564914065278248	0.9960444	
5360354138	22111752682865960	0.9577167	
5349145668	21432277582349608	0.34435415	
5335976961	20613098604201256	0.9994511	
5330692093	20282093527762216	0.98850936	
5322704386	19785630607607080	0.9999945	
5321881872	19734932545209640	0.9727188	
5315926504	19365235115033896	0.9708434	
5300209006	18390233045665064	0.98904014	
5300073789	18380030485071144	0.9999026	
5298061516	18257078254961960	0.9807772	
5296776113	18179663616935208	0.99165267	
5289569795	17695973661082920	0.78738815	
5273378288	16684514500019496	0.18426172	
5256254080	15573275329824040	0.91354674	
5243585946	14748503297623336	0.9804992	
5229140959	13773064953529640	0.992046	
5214041648	12765128873608488	0.9961876	
5200853443	11960217843926312	0.9953701	
5195408106	11653365113423144	0.9737621	
5193454085	11512027537605928	0.9999945	
5193275112	11502222395704616	0.9998944	
5189023412	11265653852210472	0.9336316	
5179903385	10741824742622504	0.9889897	
5160738790	9567100452865320	0.9726266	
5155995462	9265466711606568	0.038949903	
5150935826	8925049885426984	0.0047233747	
51528734386	79113292693767464	0.565001	
51513191003	78194298273006888	0.17658293	
5128112693	7508962056733992	0.99970055	
51390839085	71375347073287464	0.9821347	
5121506295	7094221089932584	0.9902068	
5120683519	7045874320803112	0.9675397	
51322550192	67955326556964136	0.91629356	
51251811856	64417955387409704	0.7031065	
51212482097	62547714092959016	0.9876885	
5106243012	6239150009615656	0.6713909	
51207627516	62302806736241960	0.8942636	
5969868736	58798705926866216	0.85508955	
5840254187	51106152943322408	0.99691963	
5816355986	49687527191610664	0.999537	
578110236	4785986681046312	0.9440932	
5762563652	46468838703105320	0.9009115	
5712134913	43501829124130088	0.0036610884	
5701701560	42890369863910696	0.9932689	
5659626559	40371622397740328	0.78847283	
5626896113	38340602559333672	0.99900323	
5606154192	37090221011371304	0.97028035	
5590366154	36153123974546728	0.68837225	
5575895564	35226002670355752	0.9947377	
5555046288	33978072542086440	0.99852484	
5540418591	33099294785799464	0.99659497	
5534970677	32773276971697448	0.8013389	
5571488400	32488130670363944	0.9989197	
555640294	3235747897673000	0.99490166	
5527538917	32330252974163240	0.9694728	
5524538601	32151114518758696	0.99840444	
5492616774	30164900383163688	0.9982888	
548015424	2714018691548456	0.99265045	
5391547521	24063484874851624	0.99349254	
5387968203	23845108671972648	0.98260224	
5382175433	23495701137065256	0.9999039	
543169902	2342308330997032	0.9608377	
5380216237	23376446672471336	0.99393964	
5373691857	22974636912674088	0.2350311	
5336271369	20630956742673704	0.99543047	
5328547727	20149956107437352	0.84699327	
5317714230	19475291705836840	0.96175355	
5296234429	18152476205516072	0.9999285	
5289984780	17720726698460456	0.9834425	
5272697563	16642205515384104	0.9927322	
5250368516	15189742333592872	0.9910903	
5242028949	14646978793571624	0.96325266	
5239799896	14502059147920680	0.9115066	
527850493	1293033929049384	0.9844928	
5208724156	12433741947733288	0.97476166	
5206703663	12313009745954088	0.99913615	
5188634171	11244593815618856	0.95287764	
5176802388	10578972668986664	0.99857783	
5157662021	9370873463440680	0.97909456	
5150820754	8917454034437416	0.9919521	
5148960048	8799317536408872	0.99954	
5143147952	8433499334116648	0.9995308	
5140970312	8299503468021032	0.99590427	
51448103319	74487819611276584	0.589065	
51281720843	65850538440656168	0.8552654	
51279501557	65740507217003816	0.99894315	
51269195928	65241205726119208	0.9998902	
51264589482	65025277990143272	0.9940661	
51238653752	63891574865921320	0.6379874	
5107216190	6285629810148648	0.9473134	
5971718047	58908491599185192	0.74372184	
5968465407	58715557843043624	0.99945945	
5923106462	56045047170598184	0.98018014	
5912428256	55411816989590824	0.9925331	
5813403410	49514146945172776	0.9870716	
5755249127	45453896457782568	0.88528055	
573269287	4456489540781352	0.9899116	
5671041210	41070583966205224	0.8829318	
5667986401	40882670691288360	0.99951255	
5653501503	39996984949867816	0.99798596	
5648628454	39698478884324648	0.9995493	
5625095906	38232039140754728	0.12827416	
5584039586	35761016881415464	0.9901571	
5561387184	34358464709264680	0.03195647	
5518037941	31758572157535528	0.08543321	
5484175862	29638667970938152	0.9987225	
5456975564	27975258342819112	0.9963176	
5410723782	25211405213238568	0.9999634	
5400788311	24617109514749224	0.9995783	
5392980099	24149735133021480	0.9668101	
5387293417	23804841004762408	0.6193236	
5364769570	22384424520123688	0.7979311	
5344462068	21141289185969448	0.9974439	
5341168214	20937525938226472	0.10084399	
536440356	1881075484067112	0.9968272	
5278235749	16989434361021736	0.9990055	
5275885279	16842039874684200	0.9692095	
5267804014	16324471619454248	0.9968617	
5263602445	16050766037255464	0.96361977	
5259575822	15789893951554856	0.98940456	
5259049218	15755357582656808	0.7371349	
5236552969	14259680386090280	0.5358442	
5198555840	11826566313411880	0.335646	
5195793965	11670175682528552	0.40733886	
5191459657	11402197372110120	0.9967282	
5182351258	10880353544045864	0.98269355	
5179345492	10711985188898088	0.9098753	
5740456579	9448658676614440	0.5794396	
5136297840	8010510083949864	0.9681373	
5128022816	7503659516953896	0.96506363	
5126557396	7395063147922728	0.99996996	
51381351231	70878701617022248	0.99929	
51321803250	67918874766869800	0.99369675	
51280795165	65804813816169768	0.16899836	
51225373870	63213221087413544	0.29358703	
51017781793	61443410086987048	0.9898543	
51010160744	61043470651229480	0.98554176	
51001922900	60624465184556328	0.998607	
599098538	5991383949509928	0.98916745	
5958538471	58126191760377128	0.9762866	
592116139	5744972079170856	0.86248904	
5901080336	54739535623750952	0.15192851	
5886763869	53901275045430568	0.041057695	
578659918	4823530063922472	0.986749	
5790195429	48163068613887272	0.9194852	
5767349816	46759551282054440	0.9942167	
572841699	4427245578224936	0.13793175	
5700204578	42807757912802600	0.62421316	
5682824559	41780835057534248	0.99165475	
5658565729	40306604780160296	0.8165695	
5648485237	39689917202564392	0.9638701	
5637235753	38995208658355496	0.9998055	
5632285195	38687164141536552	0.9998086	
5630555669	38578762723755304	0.9999896	
5602791341	36893575061308712	0.8788933	
5602126917	36854114780841256	0.99730825	
5589715298	36113728991003944	0.97500026	
5547352965	33519430567068968	0.9734396	
5533762750	32700529956488488	0.9804016	
5527469970	32325994648306984	0.44639924	
5520757837	31922974714365224	0.76918757	
554984701	3190725097686312	0.99912673	
5506051676	30982985084175656	0.98916	
5485013179	29688774401590568	0.9995234	
5444820034	27261761531282728	0.92310363	
5393366362	24172668849095976	0.9996735	
5390531952	24001674255664424	0.20459998	
5372068750	22882190694417704	0.9656106	
5349707036	21467667575997736	0.99996006	
5340026991	20865793005061416	0.8479228	
5326815171	20041824802833704	0.9972783	
5322972018	19803117432735016	0.9987966	
5293317693	17928754714510632	0.94040495	
5289795594	17709461670331688	0.9971308	
5288155243	17607113941845288	0.99994123	
533973919	1711978997744936	0.9969119	
5223774267	13421665627538728	0.92469627	
5215741405	12878439774553384	0.9725515	
5206631158	12308703034606888	0.8231457	
526802547	1221386828121384	0.535226	
5200396917	11934433141982504	0.9973354	
5188397644	11230250235462952	0.038294993	
5178737430	10679771323565352	0.97457904	
5175103609	10470706945328424	0.42784885	
5171846568	10262348283905320	0.94589275	
5167198154	9977400155047208	0.99606186	
5163510560	9743432751121704	0.9830525	
5138645981	8154018967061800	0.99847287	
51521642259	78686760296908072	0.0014037765	
51376100675	70604502851781928	0.57099426	
51357462250	69638841799410984	0.9571198	
5114372569	6679421671310632	0.06954736	
5113644530	6636867202450728	0.94118184	
51258067886	64716771428795688	0.5740221	
51256371588	64635088465691944	0.24418117	
51255419789	64589731799106856	0.98682344	
599528265	6001911988094248	0.9555931	
5983602400	59605121872823592	0.9999801	
593960256	5890533621105960	0.9986123	
5964428111	58477403852637480	0.7290167	
5944257704	57285173880161576	0.99951446	
5930612107	56484110604305704	0.7275104	
586212054	5338572677055784	0.99935395	
5794580372	48418883845358888	0.99922764	
5773763524	47146412341069096	0.98804456	
5699216079	42750127571862824	0.44405624	
5683054534	41794331589608744	0.99873143	
5627971924	38415869512385832	0.46832472	
5607329457	37160809738405160	0.9767851	
5588584556	36043391855101224	0.99697924	
5503993163	30858803419677992	0.918823	
5465211055	28483488869385512	0.7921026	
5460600538	28191001864963368	0.6703458	
5441900248	27085546539320616	0.0786101	
512926515	270401142129960	0.9962696	
5415786691	25513717693547816	0.9946038	
5381466046	23451722081240360	0.9895354	
5376494859	23148416322635048	0.9649887	
5357192387	21920197745444136	0.9345834	
5348927007	21418872653874472	0.9232941	
5320509472	19649835150214440	0.9136102	
5316281408	19386505403696424	0.99752694	
5296012342	18144797609297192	0.9942312	
5370944120	18108349711516968	0.95513994	
5283903928	17343610047825192	0.5114397	
5279979112	17096970074457384	0.9432251	
5260285579	15835816077428008	0.96635	
5252325928	15317877582595368	0.99678314	
5249141566	15110556558427432	0.99606544	
5246166497	14917828356736296	0.8002927	
5239348919	14472809414001960	0.29862288	
5227059947	13638663817004328	0.92945206	
5212355925	12654163695895848	0.95403254	
5209436146	12474885184292136	0.94326895	
526653222	1211185139942696	0.99950886	
526326403	1188796482061608	0.46619284	
5191642816	11411328271254824	0.8853311	
5189769363	11308441054610728	0.23240598	
5183534232	10949437556131112	0.9996402	
5173396627	10360443055244584	0.93986785	
5173223676	10350005882062120	0.98726976	
5163173800	9721974423422248	0.9976186	
5150468895	8873567991498024	0.44686714	
5140861799	8292475894891816	0.9999151	
51454262000	74837582420509992	0.1156015	
51374416931	70515284100121896	0.388487	
51333779328	68446301783983400	0.982786	
5116568132	6801322238412072	0.8540807	
51260308747	64820669439149352	0.7786218	
51230378435	63475936922043688	0.08396112	
