uid	vopenid	predicted_proba
5215076363	12833211755660584	0.9900291
5215109095	12835393062176040	0.9018173
5215115228	12835796587775272	0.97823405
5215235486	12843843343222056	0.85080004
5215253591	12845063785022760	0.5730753
5215281029	12846424148804904	0.23956251
5215356261	12851988547372328	0.99996126
5215395654	12854597740004648	0.94096947
5215472530	12859824513877288	0.8569505
5215477780	12860186297763112	0.9766388
5215528242	12863580999648552	0.97534466
5215531157	11856262052840744	0.8049499
5215600792	12868485852300584	0.9273766
5215674659	12873696721372456	0.8996746
5215741405	12878439774553384	0.87276584
5215742375	12878505943893288	0.8808997
5215742587	12878520036754728	0.951583
5215804297	12882870033319208	0.95248383
521582633	863111326598440	0.98018885
5215832670	12884817398334760	0.9939461
521583400	864051253347624	0.98570406
5215838508	12885225218901288	0.99978006
5215851220	12886103875257640	0.9825821
5215953600	12893094538511656	0.9999927
5215979653	12460566971286824	0.93944347
5216033085	12898448752117032	0.9777347
5216253184	12913295514535208	0.62507737
5216270946	12914500051535144	0.98448044
521627742	867072964166952	0.99999464
5216280330	12915149329794344	0.72005296
5216290695	12915852563580200	0.8559817
5216325627	12918212983653672	0.99999505
5216343471	12919396851123496	0.78783756
521635790	867608560010536	0.8824675
5216378797	12921806260667688	0.8283894
5216398093	12923098441844008	0.9824359
5216447718	12926439322420520	0.98546433
5216522726	12931598450558248	0.98582447
5216607948	12937622813279528	0.39107642
5216631463	12939274697966888	0.99569046
5216647880	12940425682093352	0.57910514
5216660639	12941312123077928	0.9996923
5216682178	12942808986289448	0.7852423
5216796284	12950649247761704	0.8240459
5216799790	12946055578912040	0.7011018
5216804765	12951231484265768	0.99701405
5216826081	12952684256953640	0.92010725
5216884258	12956624419685672	0.9586545
5217006864	12964811835311400	0.9186028
5217079747	12969706286089512	0.5739475
5217102829	12971251400574248	0.98640156
5217141237	12973844419970344	0.013138682
5217149454	12974374848431400	0.80358255
5217179587	12976432070657320	0.92780447
5217188663	12977054236935464	0.9849208
5217308215	12985094549931304	0.8920374
5217373431	12989477765383464	0.98525834
5217431684	12993442557068584	0.92146814
521746113	875140389143848	0.8147173
5217503431	12998272449119528	0.7665776
5217533681	13000350810637608	0.9620222
5217619249	13006110764434728	0.36707166
5217718166	13012872787789096	0.9958111
5217724948	13013334027011368	0.9881102
5217749835	13015010406434088	0.9995347
5217758889	13015617204782376	0.9743109
5217769219	13016316613362984	0.9985867
5217853690	13021962951853352	0.99875075
5217908695	13025679306523944	0.9704188
521799614	878769770726696	0.94005156
5217996846	13031699374277928	0.9897057
5218091490	13038022572770600	0.35117817
5218113109	13039617482032424	0.9790197
5218144226	13041732015228200	0.9586195
5218158903	13042722474951976	0.9865251
5218159360	13042755022751016	0.9512761
5218164875	13043124524156200	0.967062
521817408	879945450915112	0.9996098
5218194846	13045148795929896	0.9532584
5218201489	13045606411273512	0.9032998
5218253243	13049103252849960	0.44484603
5218301974	13052573317989672	0.83111894
5218410048	13060406533031208	0.8967012
521847479	881987036775720	0.9052001
5218490679	13066178700641576	0.92340106
5218533880	13069291612407080	0.96031106
5218552929	13070659962144040	0.013224989
5218567055	13071673171772712	0.987464
5218598429	13073934472054056	0.76757693
5218607387	13074572811568424	0.7523501
5218607832	13074608849028392	0.061332792
5218628799	13076077727843624	0.9944315
5218670377	13079006694212904	0.99833596
5218840087	13090672697804072	0.95159566
5218865345	13092420346840360	0.93369454
5218879074	13093360005154088	0.5072013
5218967846	13099442081498408	0.9913575
5218969370	13099523887203624	0.9159108
5218977836	13100116525581608	0.83457875
5218983592	13100512870532392	0.87607586
5219000805	13101677343540520	0.8429854
5219075389	13106730439673128	0.99998575
5219099928	13108391585383720	0.984963
5219130142	13110438942606632	0.85347867
5219142318	13111259147142440	0.8274311
5219156958	13112237728597288	1.0
5219180426	13113833912927528	0.8741224
5219317531	13123642477380904	0.99996585
5219471902	13134631620969768	0.6495411
5219520885	13138076721612072	0.9328158
5219530392	13138727342048552	0.91453046
5219541620	13139202741241128	0.9765645
5219555348	13140457475671336	0.7945839
5219558919	13140698866255144	0.5527717
5219746760	13153489413080360	0.6527238
5219748783	13153619738494248	0.99973726
5219768082	13154903531062568	0.8695688
5219774518	13155346785109288	0.9794936
5219796849	13156854519956776	0.9282417
5219811355	13157812096337192	0.4520898
5219814130	13158010671465768	0.95598567
5219818492	13158291991823656	0.40136462
5219884563	13162761240839464	0.77237666
5219885236	13162809492112680	0.4425476
5219886793	13162917403165992	0.987659
5219889760	13150215104496936	0.73092365
5219921677	13165241181799720	0.7866571
5219965546	13168205246104872	0.99866134
5220061053	13174650649838888	0.97398436
5220067737	13175104037324072	0.84327376
5220069839	13175246643660072	0.3592998
5220132125	13179432693269800	0.9806755
5220184310	13182928595322152	0.9764638
5220185879	13183034560218408	0.53284824
522037002	894693160650024	0.8170364
5220494374	13204008563246376	0.8323124
5220499044	13204305788405032	0.9133656
5220510826	13205137535665448	0.98041224
5220539801	13207138118010152	0.71766233
5220560545	13208560020620584	0.9640185
5220585033	13210254989198632	0.95219415
522063682	896675422274856	0.8628869
5220723711	13219663115060520	0.87328124
5220741911	13220903353976104	0.98395264
5220766069	13222489539085608	0.945448
5220798070	13224738826880296	0.5533398
5220832225	13220120193533224	0.07538453
5220870975	13229677166855464	0.9988168
5220882848	13230487573497128	0.9905363
5220898385	13231538699633960	0.993315
5221015277	13239423722718504	0.9928279
5221054758	13242073516213544	0.9958242
5221086437	13244220597208360	0.5562414
5221176885	13250295694230824	0.7883227
5221183822	13250765724714280	0.9048811
5221209315	13252476732310824	0.97471607
5221255204	13255554277705000	0.908952
5221479341	13270861205603624	0.6370391
5221486469	13271350295004456	0.77779365
5221510262	13272978020500776	0.9962307
5221600608	13279101771449640	0.8949286
5221609445	13279684209280296	0.9989322
5221668094	13283636250281256	0.43264204
5221686386	13284818372920616	0.7796258
5221719338	13287071418811688	0.9063342
5221749622	13289107568854312	0.65809256
5221769373	13290439142933800	0.748773
5221773371	13290706773083432	0.9478482
5221778150	9287406545405224	0.99819416
5221781212	13291229215589672	0.9150572
5221782802	13291323503543592	0.8943851
5221860011	13296416193905960	0.7982771
5221906773	13299484478276904	0.9887617
5221941031	13301734370051368	0.65499943
5221954840	13302646312404264	0.59894305
522199554	906015365530920	0.79356
5221999632	13303735623484712	0.9597985
5222023845	13307194414335272	0.94335634
5222155661	13315964804662568	0.89581275
5222156579	13316028759409960	0.99651444
5222197516	13318767136605480	0.8328907
5222281488	13324385423590696	0.41088152
5222335616	13328010375988520	0.91306686
5222442283	13334955472323880	0.9689253
5222480705	13337433131582760	0.98548424
5222504834	13339047032653096	0.9220506
522254282	909748900070696	0.77018976
5222582548	13344159654348072	0.9965601
5222606708	13345747785614632	0.68961155
5222636147	13347672199398696	0.96017396
5222696655	13351646788977960	0.212677
5222718251	13353067684955432	0.755236
5222778333	13356980668597544	0.99489814
5222784196	13357366611674408	0.99987555
5222797240	13358200573527336	0.8976872
5222806599	13358817169769768	1.0
5222874328	13363216491349288	0.7058608
5222875590	13363294404740392	0.21759033
5222942755	13367705201935656	0.6857934
5222975074	13369846444459304	0.94373703
5223005456	13371874742764840	0.99987984
5223043255	13374398640031016	0.98197937
5223077043	13376676851746088	0.9570372
5223185399	13383947291854120	0.27928483
5223360177	13395290636027176	0.93822527
5223484932	13403624214758696	0.66346085
5223539349	13407374325187880	0.38991588
5223683372	13417157858034984	0.95034766
5223684797	13417252682859816	0.9846534
5223698268	13418103757473064	0.99905074
5223732738	13419264069731624	0.9826051
5223756400	13421958222185768	0.9626167
5223758910	13422114116076840	0.5755277
5223774267	13421665627538728	0.8158244
5223781765	13423633326540072	0.94324005
5223803799	13425098715694376	0.69379973
5223832484	13427017693660456	0.45529035
5223842302	13427671065560360	0.91810703
5223854654	13428444830762280	0.7623018
5223857864	13428714675504424	0.9947054
5223898222	13431412049184040	0.9988891
5223977004	13416664205231400	0.41593266
5223980753	13436213755512104	0.8280363
5223990126	13166250834658600	0.998919
5224041086	13441003986224424	0.8818636
5224071305	13443024634119464	0.59902287
5224078578	13443500503074088	0.7275418
5224122574	13446421416379688	0.92046356
5224128341	13446811318879528	0.9081196
5224164638	13449224016758056	0.9590228
5224225251	13454699965842728	0.9886731
5224236118	13455380315505960	0.9146509
5224243829	13455876719772968	0.57595533
5224306892	13459958012445992	0.5108185
5224350246	13462780946810152	0.212677
5224356097	13463166889887016	0.98230815
5224391049	13465454563951912	0.69823015
522439169	922352414491944	0.92724067
5224391844	7469336017372456	0.6819658
5224488821	13471850038691112	0.9104942
5224523978	13474132545373480	0.945926
5224577932	13477765416617256	0.8663907
5224586118	13478307924673832	0.89471173
5224613264	13480121273287976	0.9198526
5224618341	13480478963533096	0.99770916
5224680389	13484659308889384	0.83061934
5224755063	13489710861518120	0.9994606
5224766429	13490472681342248	0.6613465
5224866217	13497158401918248	0.9726051
5224872039	12161733481596200	0.9992892
5224984197	13504841964193064	0.22261849
5224993483	13505427220596008	0.975686
5225049724	13509043113297192	0.17879874
5225230958	13520588589368616	0.96468914
5225232878	13520715290903848	0.91603243
5225260914	13521218808710440	0.9775274
5225271193	13523122754290984	0.99087584
5225351318	13528213498496296	0.9736464
5225404968	13531694166836520	0.9372015
5225421710	13532797503669544	0.99839807
5225435028	13533668039853352	0.9765669
5225440386	13534027139384616	0.9999994
5225462419	13535488971769128	0.86920166
5225476896	13536449165395240	0.97406465
5225515846	13539058089592104	0.89985454
5225538421	13540574078829864	0.9516058
5225599642	13544688254846248	0.5829782
5225621351	13546151563625768	0.85099745
522565244	930887588250920	0.99519265
5225654455	13548378504168744	0.4404569
5225674295	13549703367361832	0.99948454
5225690864	13550809656984872	0.99449605
5225701215	13551484302394664	0.9979794
5225736376	13553788015478056	0.990319
5225744196	13554297170429224	0.86360747
5225760682	13555378361337128	0.9979366
5225867662	13562321645733160	0.212677
5225930561	13566379987174696	0.99786854
5225944995	13567320719230248	0.9803675
5226039745	13573415479149864	0.9337072
5226047742	13573909601715496	0.97305393
5226064860	13575016629536040	0.8070473
5226118195	13578388447298856	0.94940364
5226134218	13579407562507560	0.62274504
5226150362	13580418154890536	0.16642183
5226151615	13580503181821224	0.9913608
5226157095	13580836310222120	0.86677825
5226170224	13581661279487272	0.9960707
5226202434	13583674008536360	0.94677174
5226271297	13588024676189480	0.8695555
5226294581	13589511204635944	0.0033538938
5226323809	13591395084666152	0.99206734
5226352398	13593234807063848	0.212677
5226353317	13593297285416232	0.9847245
5226453492	13599904153077032	0.8109002
5226456624	13600096151536936	0.941229
5226469257	13600946622170408	0.6804124
5226477284	13601489935533352	0.212677
5226485070	13602007143548200	0.4413671
5226554533	13606655103468840	0.39029247
5226596791	13609481728820520	0.212677
5226611107	13610439774962984	0.9960058
5226616273	13610786929116456	0.72880256
5226628656	13611625320154408	0.99767756
5226702167	13616402397529384	0.093450755
5226816714	13623479295673640	0.9944243
5226863918	13626404168402216	0.11120871
5226964994	13632699046954280	0.90369093
5227004528	13635180330091816	0.95176154
5227059947	13638663817004328	0.81047654
5227063386	13638869304345896	0.8252705
5227100388	13641214020945192	0.6927357
5227166213	13645352825914664	0.8664237
5227227533	13649179843101992	0.41227505
5227243867	13650190167049512	0.7164934
5227302204	13653819615741224	0.7413683
5227385583	13659108331095336	0.92865044
5227449059	12759991958504744	0.8608068
5227452716	13663397527029032	0.51868004
5227511763	13667227295679784	0.96613586
522751472	943591564641576	0.15033138
5227525353	13668147559531816	0.97459245
522753940	943799870555432	0.98829424
5227568011	13670958481409320	0.7305955
5227623095	13674600009696552	0.8191626
5227677620	13678251872748840	0.9915108
5227795968	13686169443632424	0.9969187
5227822692	13687918971716904	0.9657683
5227859688	13690284492064040	0.85694134
5227884110	13691815043925288	0.99025434
5227943795	13695505830118696	0.88881254
5228067979	13703255360406824	0.99962044
5228073534	13703603185648936	0.9166992
5228147154	13708253427270952	0.88564
5228176836	13710131066176808	0.39183572
5228234978	13713824201180456	0.98934805
522828489	948856657675560	0.9999979
5228292104	13717457273750824	0.9515653
5228303651	13718185337816360	0.89441
5228325499	13719595764811048	0.8986436
5228334836	13720197261559080	0.98236823
5228363654	13722018730345768	0.88924944
5228392880	13723863418799400	0.61570674
522839747	949641160295720	0.094219744
5228414014	13725198415430952	0.71389085
5228424804	13725886012851496	0.9843404
5228427358	13726053583684904	0.9942001
5228434114	13726480865821992	0.98400545
5228474886	13729092809917736	0.97032684
5228487927	13729933214221608	0.8007987
5228574790	13734821088331048	0.9248707
5228588454	13736453377230120	0.057606637
5228661434	13740557621134632	0.9519127
5228719046	13745162564273448	0.17956984
5228731499	13746005250278696	0.8626895
5228744572	13746867263636776	0.93620026
5228762316	13748064284443944	0.89344144
5228770291	13748585451881768	0.58460563
5228830981	13752657953293608	0.99979794
522884249	432284700640552	0.7363288
5228907869	13757812585137448	0.9183134
5228950391	13760611360310568	0.9839165
5229043158	13766696389444904	0.8629685
5229096133	13770144509986088	0.9463389
5229125338	13772054294037800	0.9660563
5229136667	13772787995247912	0.91231966
5229140959	13773064953529640	0.9990974
5229182322	13775751791117608	0.9999925
5229219653	13777671641498920	0.9864079
5229252236	13780262043649320	0.74678934
5229312500	13783876124411176	0.9164684
5229384253	13788681051964712	0.89788425
5229445118	13792591217034536	0.9863306
5229467579	13794045734552872	0.9799633
5229476560	13794644144293160	0.99836457
5229479777	13794852450207016	0.212677
5229534531	13798456263312680	0.28277475
5229544632	13799124667598120	0.9916215
5229581905	13801600649135400	0.7963705
5229584858	13801794996405544	0.8476424
5229605037	13803149119063336	0.983874
5229649024	13806104861869352	0.29159674
5229662930	13807039688344872	0.5979196
5229680389	13808206107510056	0.99500287
5229724369	13811161313445160	0.4511952
5229730423	13811572288128296	0.9574168
5229746721	13812662807168296	0.6405314
5229806101	13816615653475624	0.99992466
5229866186	13820544340591912	0.7921882
5229959775	13826659300279592	0.5689237
5229966874	13827123425183016	0.9813484
5229971222	13827408839181608	0.772753
5229993630	13828874563880232	0.76302135
5230046248	13832305101899048	0.965236
5230060080	13833217379796264	0.9608294
5230132917	13837967479407912	0.68470585
5230213639	13843187072632104	0.8598373
5230267971	13846656399574312	0.55471957
5230312668	13849519330821416	0.7009697
5230424824	13856803998008616	0.9978959
5230524285	13863387109131560	0.94661033
5230535431	13861118628201768	0.9858209
5230615223	13869523744982312	0.63286465
5230664684	13872843284940072	0.9999713
5230684523	13874173718168872	0.71318614
5230807300	13882237921920296	0.90715086
5231109772	13901930749625640	0.9935343
5231158025	13905016280974632	0.9634069
5231170032	13905777027056936	0.058259785
5231175959	13906150622102824	0.9480337
5231250711	13910946221524264	0.97275805
5231267404	13912020969981224	0.99059737
5231274408	13912482544747816	0.59337753
5231293955	13913747345507624	0.9025909
5231312751	13912018017191208	0.9999178
5231336316	13916520417985832	0.97922623
5231342742	13916940653692200	0.8071377
5231347029	13810124481496360	0.9017418
5231385985	13919812309091624	0.32175058
5231468484	13925339663566120	0.8477924
5231471653	13925549982745896	0.9317428
5231516442	13928561761453352	0.7184129
5231567915	13932016995534120	0.76757354
5231610901	13934900998964520	0.5038389
5231619342	13935460955325736	0.6729499
5231693855	13940359902397736	0.712228
5231818069	13948115204048168	0.021211088
5231902887	13953679736833320	0.957662
523195540	973942823453992	0.9245525
5231977651	13958568080704808	0.6670985
5232014127	13960936352515368	0.9306812
5232040468	13962647427220776	0.9572283
5232045220	13962933042545960	0.7877817
5232087890	13965711819277608	0.7527461
5232118541	13967660996232488	0.62934154
5232145469	13969383882097960	0.8867909
5232217052	13973995737449768	0.052932203
5232277711	13977978447201576	0.81274223
5232279118	13978068238861608	0.54112256
5232314174	13980400942974248	0.81894004
5232315247	13980466374116648	0.97832215
5232380693	13984847576302888	0.9707134
5232411807	13986926810236200	0.9764757
5232447337	13989320180761896	0.99826443
5232484621	13991776298075432	0.6412521
5232549302	13996176290743592	0.9351195
5232563756	13997156751246632	0.6208186
5232602810	14000630238938408	0.99967885
5232631176	14002421038974248	0.9874822
5232701859	14007023700411688	0.94804496
5232791412	14014307830727976	0.6667286
5232843199	14017487851357480	0.947448
5232915859	14022111853413672	0.049793124
5232923521	14022601882338600	0.958122
523301334	981183064573224	0.9997173
5233057685	14031199266014504	1.0
5233124048	14035395650389288	0.83356833
5233130304	14035788908332328	0.3424911
5233141088	14036466439423272	0.94050825
5233163761	14021660814738728	0.99926883
5233299678	14046561088963880	0.969713
5233324612	14048420071605544	0.6958597
5233331746	14049038211351848	0.9963254
5233334188	14046554646512936	0.97081035
5233377682	14052875630413096	0.78812873
5233405428	14055201690748200	0.9999603
5233424174	14056728551621928	0.9308258
5233467605	14059453708371240	0.7316564
5233484751	14060609121682728	0.95758516
5233523970	14063202006861096	0.912349
5233527344	14063430311216424	0.41669744
5233564279	14065881059820840	0.9445338
5233564348	14065893810505000	0.96270967
5233565978	14065989641962792	0.8641466
5233571349	14066353774658856	0.38106188
5233597875	14068112161113384	0.8285887
5233643139	14071156353402152	0.99879694
5233676829	14073379535848744	0.95955914
5233732888	14076942211220776	0.9318061
5233750202	14078014610867496	0.8580732
5233760020	14078619127514408	0.9863236
5233799351	14081055179277608	0.6929778
5233900919	14087347910346024	0.9256496
5233930655	14089203805979944	0.8282765
5233933742	14089390301513000	0.99045926
5234028367	14095360641598760	0.99999976
5234111495	14100594461902120	0.9998303
5234240896	14108790735897896	0.34204262
5234456294	14122417324950824	0.9607909
5234461111	14122731260216616	0.6088952
5234597267	14131596408259880	0.9373068
5234659435	14136446365861160	0.94990283
5234753492	14142934249506088	0.726565
5234786425	14145126696092968	0.94415295
5234841706	14148814328169768	0.60141927
523484938	993782552462632	0.47146332
5234867921	14150558554653992	0.71999514
5234926003	14154287928444200	0.9919133
5234968266	14156925172581672	0.70291185
5235066485	14163056909485352	0.98169625
5235097612	14165010314298664	0.83343923
5235115572	14166139219608872	0.76368845
5235152761	14168484338861352	0.40506876
5235215146	14172435977209128	0.7511039
5235348688	14180980613317928	0.9831182
5235463706	14188342992569640	0.99648654
5235495136	14190358137537832	0.7384687
5235499980	14190658785248552	0.88426036
5235512172	14191434899260712	0.93714726
5235574543	14195443043271976	0.97998214
523563146	999132135556392	0.99477285
5235693442	14203216934077736	0.9953486
5235748269	14206846584096040	0.9951501
5235794582	14209949765076264	0.99364966
5235795364	14209993721382184	0.9970996
5235808606	14210884390225192	0.20524094
5235848108	14213514520823080	0.97715306
5235988990	14221882459292968	0.8978212
5236030903	14225780880311592	0.77013564
5236099638	14230303615092008	0.9467716
5236173039	14235107066250536	0.9249896
5236192198	14236359787414824	0.5484355
5236255969	14240527180760360	0.9168881
5236260827	14240844807013672	0.14275908
5236295469	14243097450251560	0.9998057
5236324916	14245016293999912	0.6983534
5236338371	14245890185626920	0.82516706
5236360669	14247332690658600	0.98392475
5236405367	14250217298068776	0.82402223
523643557	1004633183356200	0.9934769
5236455697	14253438389323048	0.98404706
5236539099	14258779919353128	0.6346908
5236552969	14259680386090280	0.90745246
5236555776	14259859164103976	0.9856699
5236599197	14262679481222440	0.96557546
5236686499	14268440575870248	0.9807828
5236704207	14269629812049192	0.9744012
5236881006	14281519019722024	0.97047096
5236890954	14282171317880104	0.8409791
5236928764	14284675485140264	0.96917665
5236955114	14286458970309928	0.9774339
5236983537	14288332381357352	0.999714
5236986701	14288540955706664	0.6409296
5237050921	14292748144608552	0.68450373
5237063892	14293604990584104	0.5979459
5237064529	14293651027264808	0.212677
5237111227	14296684213699880	0.9168848
5237113049	14296810512581928	0.97955096
5237213303	14303377651795240	0.9806036
5237222461	14303972169221416	0.99601984
5237254083	14306041001280808	0.7890612
5237264393	13266247269877032	0.96191347
5237268418	14306968982652200	0.99363697
5237276022	14307286743123240	0.9568836
5237305105	14309327188133160	0.9058318
523733537	1010791159825704	0.62291694
5237422420	14316879217034536	0.123431206
5237536225	14324204686411048	0.9830042
5237594651	14327998014948648	0.7978356
5237602841	14328623066907944	0.7519882
5237639422	14331055561901352	0.8289094
5237677006	14333575835288872	0.25952652
5237712618	14335971688842536	0.945588
5237718190	14336340720485672	0.69702953
5237729431	14337086367073576	0.98450863
5237772827	14340016742729000	0.42497587
5237809541	14342483731678504	0.99991107
5238115689	14401214993532200	0.8487781
5238145417	14402587772454184	0.86434543
5238213259	14405862282364200	0.92790985
5238222186	14406310368249128	0.39952126
5238356663	14360844448433448	0.93729407
5238427958	14416925111485736	0.7719765
5238442865	14407284453410088	0.8517882
5238475500	14356825768330536	0.958032
5238500292	14420838162236712	0.9999994
5238507413	14421342888002856	0.72400856
5238610986	14382111448761640	0.98749167
5238696960	14432633887261992	0.59805095
5238816935	14440116257162536	0.98967826
5238840847	12934369778205992	0.62978846
5238871059	14443447809606952	0.2749358
5238879153	14443930926318888	0.96556926
5238936517	14447256438965544	0.8893601
5239118829	14458114384725288	0.6260035
5239145473	14459813916706088	0.94709986
5239163575	14460961142736168	0.8070421
523928146	1024123006747944	0.9623306
5239291218	14469140706624808	0.9232005
5239348919	14472809414001960	0.79731953
5239361768	14473620156187944	0.98901165
5239362371	14473658341131560	0.60700214
5239372399	14474265005262120	0.212677
5239395497	14475754352280872	0.9934429
5239413260	14476863192040744	0.017913103
5239454301	14479424737379624	0.9025713
5239465137	14366145578927400	0.024873555
5239544676	14485283542533416	0.80980426
5239576913	14487372574360872	0.98548985
5239619829	14490136989795624	0.04561314
5239639573	14479791218885928	0.99286556
523965966	1026728307066152	0.99634504
5239733709	14497697944175912	0.9951076
5239748333	14498697128052008	0.8960794
5239799896	14502059147920680	0.51008683
5239816207	14503219929941288	0.212677
5239826991	14503924304577832	0.8614998
5239829104	14504088318641448	0.62301385
5239841127	14504883021808936	0.28618973
5239882259	14507601065018664	0.9547695
5239883288	14507644954215720	0.9395182
5239905791	14509136717153576	0.9980601
5239966693	14512994872853800	0.9640713
5240023890	14516634790528296	0.9739307
5240185513	14526896809575720	0.9975389
5240193253	14527377107715368	0.4996387
5240212437	14528607548736808	0.8614216
5240306461	14534832902505768	0.999112
5240319743	14535747193668904	0.99996525
5240324449	14536043479303464	0.98924446
5240343568	14537275866481960	0.44087192
5240424198	14542553307546920	0.88870716
5240473305	14545698431567144	0.9134351
5240519849	14543381363819816	0.8022301
5240583875	14552924311389480	0.61157244
5240613639	14552864718718248	0.901037
5240650770	14557337994265896	0.97572064
524072957	1034046528685352	0.6713322
5240740015	14563334976570664	0.8405633
5240790728	14566609083827496	0.9990723
5240816374	14568474508920104	0.5178775
5240824672	14569139624871208	0.99940026
5240860816	14571551584552232	0.17104807
5240909280	14574854548620584	0.7848024
524114012	1036835841508648	0.95022583
5241224192	14594858493019432	0.6930177
524123968	1037556792034600	0.979586
5241249837	14595607092397352	0.8104106
5241305948	14600109157647656	0.92851424
5241326407	14601369126569256	0.9677346
5241355201	14603263542691112	0.9983994
5241370827	14604260444865832	0.98694414
5241431107	14608097192838440	0.212677
5241610012	14619457851098408	0.37096995
5241646967	14621802366371112	0.7119675
5241648302	14621877192754472	0.8596588
5241697240	14624971515364648	0.9996107
5241712292	14626012843607336	0.9487525
5241718684	14626318390265128	0.9955629
5241791740	14631147275683112	0.96781427
5241805870	14632126863770920	0.93385595
5241841591	14634468292035880	0.9268152
5241844318	14634620226503976	0.99596596
5241853264	14635159244899624	0.9156909
5241856094	14635340975703336	0.8977767
5241879234	14636954742555944	0.9774692
5241897579	14638142032577832	0.9975586
5241902242	14638431540217128	0.99871576
5241975462	14643297805272360	0.94139075
5241992092	14644493752337704	0.9990703
5242028949	14646978793571624	0.9304642
5242082644	14650586096338216	0.9779459
5242105094	14652064034850088	0.9956914
5242118696	14653016779392296	0.82138383
5242201132	14658501788173608	0.96132183
5242211854	14659190727771432	0.98673093
5242222825	14659891545638184	0.7617818
5242303855	14664963096708392	0.93740654
5242353266	14668089564464424	0.45118022
5242363472	14668739044050216	0.9998551
5242390007	14670412940444968	0.9960034
5242638534	14686228016661800	0.99999464
524269455	1047510781396264	0.9999547
5242738436	14692655569437992	0.9774326
5242741016	14692857701336360	0.499737
5242742543	14692940111021352	0.71246475
5242803769	14696874368173352	0.7617902
5242809408	14697157836014888	0.43876186
5242810115	14697275477853480	0.9981363
5242936774	13992273843193128	0.84482443
5243053032	14713066059334952	0.7730515
5243124627	14717833674360104	0.35418782
5243191720	14722373320574248	0.9855329
5243193319	14722470225773864	0.7187395
5243383183	14735206548636968	0.7841214
5243493135	14742417328964904	0.9687587
5243537933	14745361730372904	0.95065016
5243541201	14745575404995880	0.9814755
5243552761	14746308703552808	0.95341
5243585946	14748503297623336	0.8265711
5243702502	14756034925430056	0.40828663
5243729692	14757831899481384	0.916325
5243838496	14764803235382568	0.94560003
5243838584	14764835447637288	0.9638797
5244034972	14777608747484456	0.98749495
5244158961	14785898772563240	0.99822307
5244159688	14785813208761640	0.9127556
5244256239	14792440276190504	0.9794131
5244401800	14802011275265320	0.5658796
5244418328	14803144274216232	0.90453005
5244436616	14804321430799656	0.6598958
5244460473	14805922446968104	0.99999917
524446945	1059687953204520	0.9948163
524450628	1059953100326184	0.9917145
5244611674	14815761411736872	0.71316683
5244630999	14817027219129640	0.7320076
5244640410	14817655358096680	0.97198045
5244663848	14819154972771624	0.8636712
5244664062	14819182554514728	0.9767339
5244738870	14824023318201640	0.9428668
5244739677	14824071770801448	0.90959525
5244746167	14036233705882920	0.7761122
5244800175	14827883554276648	0.859637
5244827823	14829713076127016	0.6223609
5244974793	14839349976106280	0.7380233
5244978588	14839580562162984	0.9079063
5245003272	14841169901389096	0.7295221
5245024842	14842640592143656	0.91727173
5245051835	14844483200222504	0.7961895
524509903	1064023051601192	0.22855586
5245123476	14849289872606504	0.99730253
524524322	1065013511324968	0.8809301
5245335001	14863313142154536	0.91609967
5245387535	14866770926372136	0.562504
5245397459	14867396179658024	0.96352607
5245430461	14869542522455336	0.36160806
5245508268	14874476835898664	0.77825
5245508796	14874664069629224	0.7868716
5245579494	14879226130203944	0.60213315
5245582155	14879428597646632	0.9489604
5245628567	14882428632302888	0.9608725
5245720827	14888356022715688	0.99807715
5245722877	14888493931431208	0.992542
5245734180	14889215485936936	0.8633924
5245774123	14891757838140712	0.8995999
5245840113	14896100117185832	0.78178966
5245930575	14902084617241896	0.9992774
5245951170	14898476576277800	0.97432506
524596879	1069890379580712	0.49591187
5246076745	14911853788792104	0.987145
5246086645	14912489511060776	0.9868974
5246105074	14913760150291752	0.9794586
5246126657	14915199232771368	0.9786192
5246166497	14917828356736296	0.6948727
524617238	1071335501858088	0.7019993
524621638	1071684669277480	0.5958803
5246245767	14922986545349928	0.96176267
5246277508	14925110943548712	0.99874175
5246397374	14932945903420712	0.6894385
5246447272	14936150217458984	0.807626
5246579654	14944700557821224	0.9302654
5246614329	14946938638435624	0.212677
5246623655	14947568186688808	0.9808317
5246744243	14953043062031656	0.40871936
5246759168	14956320054969640	0.999707
5246776159	14957446544360744	0.99984276
5246797237	14958868715406632	0.9774395
5246828467	14960899228304680	0.95678145
5246863246	14962925110691112	0.44236153
5246945038	14968687010645288	0.92463255
5247001853	14972525637666088	0.9519743
5247055442	14976089520997672	0.65433097
5247060765	14976476269380904	0.9813298
5247087000	14978244520838440	0.30234697
5247100709	14917068751504680	0.20996109
5247140044	14981719149380904	0.9993627
5247162138	14983196551021864	0.89067316
5247218764	8699751671661864	0.75109804
5247253782	14989165548930344	0.27025688
5247299024	14992139209803048	0.9999236
5247317057	14993274557564200	1.0
5247327462	14993997789791528	0.30067465
5247343810	14995036165244200	0.38603228
5247379087	14997350615745832	0.98195636
5247510860	15005840423912744	0.23158222
5247518475	15006360114955560	0.89103824
5247538290	15007623774864680	0.9266739
5247586062	15010688905119016	0.77211255
5247587795	15010781918004520	0.9273749
5247650407	15014770130683176	0.9988354
5247662258	15015517454992680	0.99991024
5247710918	15018611307840808	0.088538945
5247786879	15023429388731688	0.999081
