uid	vopenid	predicted_proba
5109323042	6397716242761000	0.9803711
510943564	134177932838184	0.6814545
5109495412	6407299187213608	0.3286907
5109552795	6410160574956840	0.212677
510957254	135123228296488	0.9960428
5109609322	6412839695025448	0.9862298
5109646714	6414600094745896	0.7823211
5109740879	6418945460798760	0.6364911
5109775670	6420562985747752	0.91910136
510978926	136613179295016	0.9158879
5109832302	6423139563472168	0.9396408
5109873376	6424982037333288	0.916751
510994060	137641219982632	0.013681918
5109951349	6428470288975144	0.9994483
5109969903	6429235464242472	0.9641299
5110056267	6433639147898152	0.99409276
511007593	138569671116072	0.90736866
5110218076	6442915069297960	0.9984559
5110225532	6443376644064552	0.37922624
5110310690	6448843466343720	0.90647864
5110314374	6449086199104808	0.9142854
5110323435	6449662865573160	0.7106457
5110430426	6455785140127016	0.864612
5110521754	6460347133592872	0.9732023
5110600711	6464119993926952	0.6380575
5110610715	6464599620977960	0.50008464
5110656314	6466741668807976	0.6727145
5110728232	6470176568902952	0.8965456
5110870140	6476965570020648	0.8334998
5110979470	6482372195648808	0.596239
5111189348	6494914238350632	0.7472801
5111203301	6495826918901032	0.9884151
5111239850	6498222906672424	0.7506999
5111307898	6502503512671528	0.99944943
5111315743	6502991192786216	0.33657882
5111323698	6503482496779560	0.90299475
5111351435	6505186122401064	0.9712212
5111403259	6508300040799528	0.9213456
511143448	147813246043432	0.6407705
5111447521	6510816824526120	0.9999749
5111614882	6519713379517736	0.9706552
5111682079	6523007485216040	0.96928895
5111776129	6527581960930600	0.97670275
5111782995	6527952468968744	0.85550416
5111784260	6527965219652904	0.6642005
5111896770	6534601480996136	0.55961406
5111962652	6538810951599400	0.5651976
511200644	151710526211368	0.88016844
5112021229	6542669174408488	0.70803213
5112085323	6546676781548840	0.13670751
5112132268	6549582058489128	0.609195
5112188468	6552954010469672	0.9766878
5112380293	6563558016288040	0.996153
5112498406	6569463260775720	0.48364246
5112531997	6571226680395048	0.908524
5112579706	6573859495347496	0.9009331
5112588310	6574351470429480	0.9877707
5112609332	6575580971926824	0.77919316
5112651964	6578202982352168	0.57516444
5112670457	6579378998084904	0.25409013
5112703054	6581480914814248	0.9304302
511272850	156637591897384	0.6606369
5112779388	6586441400714536	0.60879564
5112816100	6588700821947688	0.212677
5113159540	6607643506771240	0.87954444
5113265735	6613408292406568	0.9682827
5113445384	6624447096554792	0.9977181
5113449779	6624741100487976	0.13184437
5113502396	6628108153521448	0.6210043
5113608364	6634669387154728	0.99992967
5113644530	6636867202450728	0.99733984
5113657756	6637625264178472	0.8857997
5113700653	6640127216846120	0.040260106
5113775438	6644320312886568	0.924091
5113812415	6646334317004072	0.5172833
5113901815	6651012073260328	0.94754004
5113926631	6652303113585960	0.78832626
5113981047	6655206847022376	0.65078706
5113984614	6655401529836840	0.86265254
5114039370	6658483101762856	0.9380442
5114057283	6659573218149672	0.86076057
5114093816	6661826264040744	0.68554276
5114108100	6662726126798120	0.9939078
511419201	166641376036136	0.9999932
5114229095	6670586990691624	0.96890867
5114236980	6671087555708200	0.80789554
5114259254	6672455301465384	0.9929627
5114325727	6676557397886248	0.9657954
5114372569	6679421671310632	0.61031073
5114374002	6679423550358824	0.99832284
5114487122	6686003574474024	0.7237681
5114569085	6690464434881832	0.97749126
5114636504	6694011406779688	0.60646635
5114792511	6702285795493160	0.9738835
5114870240	6706992408560936	0.9993421
5114881756	6707727787492648	0.90947163
5114901979	6709029363909928	0.6429433
5114971626	6713578405365032	0.94268084
5114977062	6713928109655336	0.3052253
511503956	172431797257512	0.7291914
5115091650	6720607723324712	0.9641932
5115128292	6722601326347560	0.8809345
5115209988	6726867168396584	0.011548817
5115261758	6729522800362792	0.9991584
5115334850	6733256670446888	0.9895159
5115369216	6735007674926376	0.48167062
5115409098	6737019867104552	0.71955955
5115553451	6744310305654056	0.77949715
511556619	176042455467304	0.9846729
5115616172	6747667695011112	0.87584907
5115660032	6750221589939496	0.89178073
5115828055	6760815797863720	0.46719664
5115875130	6763861600765224	0.9999573
5115952147	6768299979703592	0.5152222
5116014630	6771699916080424	0.9449774
5116082670	6775216554771752	0.3884879
5116101579	6776185204114728	0.91269016
5116113399	6776795492123944	0.92317706
5116124438	6777234518312232	0.9795456
5116152488	6778774800958760	0.6093376
5116176448	6780019066406184	0.6712185
5116281733	6785499914437928	0.99227047
5116312359	6787100595062056	0.212677
5116335986	6788272785589544	0.99304473
5116354226	6789238549251368	0.9746211
5116356006	6789326126318888	0.9999994
5116394175	6791305099609384	0.8625853
5116394392	6791318521382184	0.86936647
5116502800	6797424824026408	0.73406553
5116526634	6798842431669544	0.33793223
5116568132	6801322238412072	0.93923247
5116685529	6809071500264744	0.74390036
5116749982	6813275669267752	0.9764428
5116840537	6818956837258536	0.7678977
511691051	185290526688552	0.9145727
5116922546	6823874440594728	0.13765895
5116973762	6826818036696360	0.52162296
5117103980	6833921912603944	0.8477113
5117132847	6835464476951848	0.6876167
5117204183	6839435308434728	0.8186625
5117208356	6839670390785320	0.9960042
5117264327	6843051201135912	0.87244487
5117348393	6848450444789032	0.89554656
5117360452	6849253133911336	0.9166995
5117383543	6850710872655144	0.99904716
5117384845	6850858914809128	0.6941023
5117391051	6851264990545192	0.9564433
5117488262	6857455716140328	0.6794394
511751067	189458456905000	0.9955027
5117538198	6860556279874856	0.9711156
5117581451	6863149970359592	0.8739686
5117594009	6863908971611432	0.9977508
5117714512	6870804608714024	0.90155184
5117837625	6877360406529320	0.80614907
5117841448	6877463888397608	0.859208
5117912549	6881497667994920	0.9511678
5117955762	1605753987532072	0.8001684
5117964552	6884606553228584	0.79761624
511799558	192811819730216	0.876524
5118012707	6887651550823720	0.7789948
5118068341	6891297910949160	0.9925667
5118078230	6891839882134824	0.9999236
5118164970	6897324219827496	0.89260256
5118223393	6900625506174248	0.9999999
5118224678	6900686508131624	0.8996494
5118234251	6901219352511784	0.99420273
5118309745	6905266084119848	0.96385777
5118340563	6906859047224616	0.9818784
5118448858	6912544443073832	0.9116181
5118517849	6916135438386472	0.7914145
511853863	196570520093992	0.9611536
5118545124	6827468522915112	0.9912128
5118561263	6918490422641960	0.18773839
5118570968	6919055277950248	0.834828
5118642506	6923271258113320	0.9048468
511864657	197324353963304	0.89171875
5118778346	6931996752610600	0.97800887
5118785858	6932500874396968	0.98118246
5118834271	6935651836888360	0.46105117
5118940633	6942360106042664	0.9841065
5119122409	6953051957364008	0.9999734
5119171323	6953525947270440	0.9969273
5119192986	6956987959346472	0.4972735
5119236141	6959421595190568	0.36174157
5119286006	6962315530732840	0.99000937
5119330770	6965069879837992	0.88907576
511940380	202572871107880	0.20141453
5119426796	6971297850852648	0.99908245
5119450214	6972860614968616	0.7878103
5119533491	635329279558952	0.9473325
5119540998	6978791360824616	0.9653909
5119650726	6985670623364392	0.5666161
511966322	204385414415656	0.97611964
5119822213	6995792519103784	0.8851751
5119843808	6996993969095976	0.8873173
5119925358	7001463285220648	0.29512233
5119934746	7001991767524648	0.8663713
5119935360	7002023241581864	0.96531475
5119936232	7001264508765480	0.8637804
5120001384	7005804758959400	0.88279974
5120027111	6938081110656296	0.8112014
51200405634	61646074225755432	0.9766005
51200508786	61651318984803624	0.9530012
51200523117	61651961753503016	0.939033
51201188790	61984254313497896	0.8655933
51201267996	61988162867954984	0.9379401
5120137324	7014375970178344	0.6367278
51201423543	61995834216416552	0.9736888
51201506002	61999876384621864	0.6777161
51201554579	62002341628740904	0.9587492
51201795492	62014521686230312	0.94596785
51201795516	62014350894171432	0.05894828
51201878247	62019018181444904	0.9682641
51202181837	62034310412502312	0.8448616
51202191601	62034825540142376	0.29678318
51202643649	62056558343095592	0.68287027
51203142400	62081662426940712	0.74010885
5120327272	7026224442770728	0.9994254
51203419773	62095110909068584	0.8387781
51203436685	62095905813562664	0.29817224
5120345626	7026825402647848	0.96134436
5120350844	7027555748414760	0.99992144
51203595230	62103815062947112	0.99457204
51203819193	62115267928786216	0.08436972
51203848608	62116809218065704	0.89964646
512038715	209414955337000	0.58792377
5120396303	7030151317947688	0.94980204
5120497632	7035772356396328	0.9896215
51205233748	62184026664207656	0.92432106
5120563309	7039397510120744	0.9716984
51205699537	62206345864414504	0.4941992
51206060078	62224767985780008	0.9270201
5120608727	7041871344174376	0.9700042
51206348070	62239198136370472	0.81525433
5120683519	7045874320803112	0.8894863
51207200893	62282398460937512	0.11585799
51207579856	62300525504628008	0.83209985
51207627516	62302806736241960	0.9151293
51207679854	62305357611271464	0.9542203
5120794783	7052020284785960	0.9988951
512082650	212470354806056	0.037968308
51208294542	62335648203670824	0.36755782
5120856892	7055685972264232	0.81730425
5120899101	7058224834807080	0.9988476
5120929376	7060231725385000	0.6863328
51209671535	62403529759130920	0.012795508
51209801924	62410120587773224	0.53499615
51209870387	62413858551498024	0.98001313
51210060018	62423786301293864	0.867656
512101686	213784145036584	0.8753231
51210217172	62431054929462568	0.5383631
51210802505	62461102252229928	0.896285
512109639	214347725276456	0.9967911
5121114622	7072268102796584	0.8229275
51211341193	62489169192420648	0.019911796
51211422775	62493370811286824	0.99874544
51211445423	62494402006091048	0.4683891
51211675466	62506261484537128	0.9991143
51211681045	62506481333175592	0.97966754
5121168225	7075393832355112	0.8406625
512118675	214931505284392	0.8721138
5121201182	7077226508322088	0.9995923
51212115112	62508895373231400	0.67502385
5121215902	7078097514267944	0.9316432
5121218329	7078232738628904	0.9385434
51212259304	62536539192034600	0.87683916
5121243739	7079650010727720	0.9406413
51212876994	62568440934040872	0.12605616
51213043838	62577191393035560	0.999995
51213297673	62589776385410344	0.99705905
51213433565	62596751882061096	0.51010126
51213436083	62596875966350632	0.78187835
51213570813	62603649800865064	0.84878135
51213733986	62612327312524584	0.99114263
51213795847	62615723692131624	0.97792435
5121393624	7087929432605992	0.98591304
51214215177	62637477902812456	0.9333129
512142557	216611709912360	0.9766438
512146558	216911216772392	0.068284065
51214673048	62661250211251496	0.88742054
512148281	217029932352808	0.99985886
512150008	217136568337704	0.9316311
5121506295	7094221089932584	0.9605938
51215066508	62681917795206440	0.9898082
5121538561	7096005850170664	0.39694667
5121553924	7096843972773160	0.8816155
51215614472	62710301153690920	0.9524563
5121595626	7099119231698216	0.99712527
51215999744	62730403681010984	0.212677
51216041105	62732390170494248	0.75194895
51216202951	62734702809056552	0.8558644
5121653434	7102465950745896	0.97352564
51216583267	62758458138953000	0.026604086
51216609593	62759857358767400	0.409612
51216771787	62768350790812968	0.9996499
512168527	218439151387944	0.69100493
51216909417	62774616477009192	0.42860687
51216920387	62775294544971048	0.9497674
51216947969	62776522905617704	0.85335064
51217032405	62780663186982184	0.9983875
51217071565	62782613236352296	0.67339253
51217192149	62788629143356712	0.81918967
51217450970	62801799526352168	0.81468356
51217522177	62805618691802408	0.92022544
5121763786	7109281996735784	0.94337785
5121785217	7110651889976616	0.7501192
51217881184	62824151744120104	0.89774984
5121798877	7111549873685800	0.47527897
51218089299	62834409937962280	0.9825187
51218466581	62853725815178536	0.85466963
51218473543	62854024516732200	0.9411037
5121849463	7114866729289000	0.98382664
512185565	219621408245032	0.9948427
51218606797	62861421859702056	0.8535018
51218616689	62861967387657512	0.9905026
5121861883	7115684853450024	0.8039937
5121870964	7116287423939880	0.99694693
51219334031	62898438907757864	0.26513767
51219413361	62902535031489832	0.97194594
5121942377	7121029940249896	0.9998646
51219493472	62906804497417512	0.9694561
5121952411	7121686801810728	0.8862604
5121954437	7119080696186152	0.8978479
51219575253	62911187779978536	0.31154746
5122031577	7126747011482920	0.99842536
5122102958	7131362960475432	0.9848398
51221211609	62994964606747944	0.29864487
51221370063	63003554809775400	0.9942318
51221538141	63012753690199336	0.77764726
51221601789	63015941092803880	0.96006614
51221724907	63021976125834536	0.00090545416
51222080261	63039986802754856	0.9990127
51222098970	63040845930431784	0.9575182
51222352763	63054435475391784	0.2887826
5122245406	7140009400730920	0.908829
51222655904	63070282495427880	0.99995637
51222720293	63073607873856808	0.99619925
51222832104	63079285887730984	0.910169
51222955987	63085695925093672	0.30413854
51223088797	63092905027700008	0.9985167
5122330720	7144884926809384	0.9995456
51223399395	63109975576544552	0.6717685
51223401913	63110120196146472	0.9971992
51223503860	63115010150630696	0.7504612
51223540132	63117043750536488	0.6992549
51223641584	63122311662142760	0.96539897
5122368164	7147013284431144	0.9994695
51223831513	63132107744347432	0.9888052
51223856824	63133425829545256	0.43866032
51224285287	63156848567911720	0.9864905
5122442151	7151362542798120	0.894485
51224861493	63185911604970792	0.8252581
5122489372	7154290636752168	0.212677
5122498463	7154884214654248	0.9465028
51224993375	63192801403602216	0.5195041
51225179635	63203081340716328	0.83578414
51225295957	63209340987114792	0.08576816
5122536485	7157341539927336	0.8544452
51225503644	63219569518839080	0.9535762
51225530495	63221067724227880	0.3290403
5122566829	7159328633390376	0.9419206
51225784768	63234191533671720	0.97426486
51225872367	63238720643794216	0.9383793
5122594430	7161152316769576	0.29643032
512264010	225076822017320	0.042012602
5122649863	7164841559459112	0.56694436
51226864338	63290583648961832	0.23824662
5122689067	7167387468432680	0.838208
51226973310	63296532916864296	0.13019934
51227104641	63303728933242152	0.4342086
51227203114	63308598755067176	0.9357791
51227377639	63317443233580328	0.926067
5122750596	7171350381069608	0.84429705
5122775619	7172869524423976	0.7507147
51227804302	63339509500478760	0.9996998
51227872934	63343687027262760	0.9071008
5122797846	7174346322085160	0.9950542
51228095818	63355398799099176	0.9630238
51228125284	63356871972881704	0.8462405
51228229980	63362205718283560	0.9752184
51228332286	63367482488259880	0.9213951
5122834336	7176608360564008	0.9825586
51228691691	63386811720140072	0.49530149
5122870630	7178861741999400	0.9871046
5122879956	7179424852477224	0.99692607
51228870089	63396310577186088	0.34774816
5122887588	7179890118231336	0.9982313
5122890609	7180067151414568	0.58609563
51229052223	63405588847396136	0.8480688
5122926886	7182190811415848	0.99068433
5122933203	7182622656955688	0.66186357
51229446975	63426171001767208	0.81340086
51229553089	63432121007867176	0.8294121
51230040149	63457748876395816	0.3467763
51230159646	63464094220813608	0.9980475
5123018198	7187565761660200	0.9626984
5123036916	7188618498409768	0.9968706
51230378435	63475936922043688	0.029062837
51230386560	63476300786304296	0.99424076
5123048964	7189271400547624	0.49391618
51230720859	63494619023148328	0.97291386
51230813339	63499218060707112	0.9181912
51230922701	63504857352766760	0.99055326
5123096106	7191892672775464	0.98736775
51230968573	63507250857510184	0.99996305
51231272804	63523142303614248	0.9980158
51231375146	63528773072848168	0.9853286
5123154088	7195281334863144	0.94701284
51231672873	63544976910714152	0.42723852
512318433	228868070180136	0.016685218
51231953626	63559189762802984	0.57161015
51232403607	63583459616359720	0.8949207
51232434906	63585262026229032	0.3277384
51232935935	63610921301706024	0.4074285
51232965653	63612569696732456	0.98805684
51233049087	63616968951203112	0.80107296
5123313250	7205343033951528	0.8004739
51233157186	63622639314666792	0.89498377
51233362587	63634140968650024	0.7496446
51233478620	63640900441867560	0.48694715
5123373839	7209358492828968	0.3486915
51233743529	63654749899457832	0.027124852
512339226	230310977865000	0.9585804
51234001464	63667852838044968	0.8454727
5123406673	7211489534805288	0.74428546
5123426141	7212715546641704	0.23120067
51234267424	63681726253499688	0.9172182
51234417600	63690062382368040	0.010889173
5123468265	7215269911332136	0.92713994
51235016319	63720428874892584	0.9468049
512350674	230744635344168	0.4298283
51235167532	63728528042362152	0.7199172
51235278089	63734649444500776	0.9757118
51235294903	63735505820714280	0.9948854
5123546144	7219728758474024	0.7193391
51235501630	63746508184749352	0.25278127
51235658863	63754266103645480	0.32467023
5123581823	7221840741532968	0.8621088
51236232669	63784296917632296	0.99929047
51236405204	63793578811721000	0.99106807
5123664659	7226534268372264	0.95084864
5123705918	7228889185518888	0.9976485
5123712959	7229289624110376	0.7065653
512372147	232238679983400	0.9989146
5123749085	7231348591166760	0.91861475
5123770626	7232571784430888	0.91442937
51237706769	63859109677892904	0.9958991
5123816968	7235193190876456	0.9493736
51238408504	63883416642651432	0.9385421
51238451923	63884959810979112	0.0010885298
51238538590	63887660674319656	0.99530846
51238653752	63891574865921320	0.60823005
51238736818	63894391223616808	0.8928611
5123879205	7238861428491560	0.74750745
51238942362	63901919495980328	0.89584684
51239043590	63906216006780200	0.61225194
51239057462	63906822201148712	0.9976989
51239425286	63921509580014888	0.8053136
51239546464	63925032124286248	0.8743442
51239692844	63929482448602408	0.9944809
51239768145	63932096540181800	0.9550786
5123991087	7245891283322152	0.55767447
51240567904	63962047360402728	0.87501365
5124087445	7252240452945192	0.75839704
5124116204	7254123930322216	0.34355575
51241405601	63991329642120488	0.74785614
5124140605	7255621330404648	0.8856003
51241418501	63991766923478312	0.84861034
51241586501	63997762496496936	0.92930615
51241686587	64001849493423400	0.12784183
51241822084	64008201347401000	0.98333246
51241860732	64009388503205160	0.9907544
5124205671	7259922001954088	0.96718657
5124216089	7260590876001576	0.9964058
5124244281	7262411271046440	0.212677
5124255406	7263120813065512	0.9480332
51242964623	64051226316506408	0.9777619
51242982429	64052015181202728	0.99182355
51243517258	64072754907186472	0.7481186
51243670885	64078639750579496	0.9563376
51243690265	64079481161516328	0.4693077
51243932836	64088380803515688	0.6308274
5124400002	7272078638449960	0.85071504
51244108605	64096006249514280	0.9499693
51244145129	64097778661721384	0.76728296
51244178486	64099481414927656	0.98564017
5124425285	7273597043606824	0.5439849
51244320087	64106063519417640	0.9694774
51244325222	64106246323963176	0.011069596
51244756487	64120973297059112	0.9244238
51244836717	64123921523672360	0.84001267
5124505703	7278238493967656	0.8561205
512452488	237649332143400	0.7094307
512453413	237668458169640	0.83904517
5124535979	7279974466061608	0.034302622
51245832936	64163190879421736	0.9251044
51245965279	64168093316154664	0.9999713
5124602585	7283898052904232	0.65060866
51246415903	64185168898164008	0.98569524
51246725831	64200271479571752	0.9830773
51246898775	64206361474762024	0.8810952
51247025538	64210742945383720	0.92369753
51247056607	64211936744965416	0.99807763
51247306282	64221558209905960	0.99979156
51247383995	64224481941783848	0.017024428
51247445719	64226823839810856	0.15431002
51247883774	64246582635529512	0.86929154
5124820408	7297911256122664	0.9994508
5124827654	7298392158242088	0.66260576
512483160	239773193471272	0.6924914
5124835446	7298903192241448	0.9280583
51248415043	64267173782488360	0.23458719
51248532213	64271836841903400	0.53101593
512486015	239964587951400	0.26153296
5124861828	7300617219736872	0.41070485
5124866109	7300888742200616	0.5980938
51248705956	64278495182062888	0.9017621
