uid	vopenid	predicted_proba	feature_importances
51020260546	61574830516208936	0.9987748	
51020262627	61575120762045736	0.9907514	
51020686794	61596452455318824	0.8506829	
51020707783	61597530760545576	0.059978306	
5102077941	6066195568919848	0.94973266	
51020828847	61603661893469480	0.86260736	
51020850882	61604782208845096	0.9678583	
51020890939	61606834733450536	0.9965784	
5102138244	6068235208623400	0.20903745	
5102165007	6069262779548968	0.92824835	
5102320333	6077156929439016	0.98218703	
5102331256	6077802449601832	0.99918836	
510237975	83749849400616	0.5679856	
510238569	83784276247848	0.98488253	
510241749	84013251691816	0.9627092	
510243879	84161763607848	0.9981674	
510244531	84208471377192	0.42374334	
510272718	86180465345832	0.9921624	
5102791569	6094007562536232	0.09727919	
5102829591	2664325718607144	0.9974209	
5102937692	6098394737411368	0.86594784	
5103159069	6105104684287272	0.96316403	
5103223324	6107036010284328	0.98727965	
5103306272	6109534473291048	0.9908907	
510332442	90322827085096	0.05436701	
510356038	92018332534056	0.9068324	
510360037	92306162451752	0.90224284	
510361302	92399041119528	0.066831686	
5103713534	6126315313169704	0.857281	
5103773529	6129863560135976	0.9590445	
5103816723	6132558383678760	0.998372	
5103853881	6134652448671016	0.9970944	
510389680	94453243446568	0.99672735	
5104525110	6159157518796072	0.88802505	
5104628168	5849433334220072	0.97263116	
5104791817	6169359206974760	0.99689084	
510491644	102110029284648	0.99459994	
510495008	102350547453224	0.1482606	
5104975170	6179295748031784	0.9891094	
510498226	102579187352872	0.99916196	
510502021	102852320429352	0.55329156	
5105073004	6185387957814568	0.9795426	
5105200178	6191959257777448	0.95046604	
5105365493	6199016694351144	0.9612414	
5105371638	6199273117320488	0.30310953	
5105420941	6201215247844648	0.6613256	
5105490325	6203913158395176	0.22462325	
5105491488	6203957383136552	0.9999474	
510560109	106888381728040	0.6454617	
5105745064	6213898688922920	0.99163306	
5105756929	6214429184492840	0.99452376	
5105878944	6220722318214440	0.9859241	
5105920439	6223225143297320	0.5896788	
5106020332	6229132132615464	0.9978593	
5106067041	6231655358793000	0.9999299	
5106243012	6239150009615656	0.959582	
5106333648	5858204194309416	0.22023809	
5106383665	6244542743708968	0.98083365	
510642155	112868721034536	0.94309974	
5106520438	6249694758307112	0.99999917	
5106620790	6253881814549800	0.998914	
5106649055	6255130039420200	0.98739165	
5106690626	6257157800854824	0.818042	
5106692544	6257256182449448	0.96534026	
5106726860	6259090200593704	0.9931142	
5106755159	6260703766119720	0.5997265	
5106856001	6266930529174824	0.5877971	
5106943302	6272078718567720	0.9825571	
5107042080	6277504201786664	0.9749116	
5107091362	6279928039736616	0.7579463	
5107094675	6280101180605736	0.039873682	
5107147317	6282575417312552	0.6233548	
510715816	118163409077544	0.86833036	
5107175039	6283819884086568	0.95923555	
5107194884	6284696124523816	0.9955509	
5107216190	6285629810148648	0.9810845	
5107222297	6285897440298280	0.94143206	
5107493595	6298282783802664	0.999948	
510756410	120987484292392	0.9977847	
5107600622	6304621148898600	0.30284718	
5107687442	6310158972355880	0.9997956	
5107751006	6313975117907240	0.89596725	
5107763788	6314740897154344	0.9966654	
510786036	123049471247656	0.95779365	
5107919559	6323730196596008	0.9976534	
510801492	124124286813480	0.99994206	
510801626	124133480727848	0.73048824	
5108024886	6329100516328744	0.9998869	
5108042545	6329932532024616	0.9653998	
510811657	124838660670760	0.995526	
5108174439	6335883074995496	0.934553	
5108251807	6339424074204456	0.9249086	
5108398656	6347205548311848	0.8941098	
5108407375	6347718125815080	0.9932353	
5108437492	6330660126328104	0.6096848	
5108497332	6353403924317480	0.9941999	
5108522348	6354808781276456	0.99875104	
5108546320	6356495428355368	0.62329894	
5108584506	6358714450052392	0.98776174	
5108607358	6360078370604328	0.9093788	
5108623169	6361013666841896	0.99790573	
5108626542	6361213986800936	0.17586571	
5108637839	6361873130063144	0.931507	
510865789	128666080511272	0.9998957	
5108658899	6362967205872936	0.9716617	
5108681246	6364377297323304	0.9987483	
5108749566	6368051641845032	0.7059587	
5108852621	6373148895610152	0.72457886	
5108987757	6379344453043496	0.9999931	
5109024990	6381044454786344	0.8825137	
5109108173	6384931400189224	0.98230654	
5109109497	6384990925751592	0.09160277	
5109136476	6383513188566312	0.9996557	
5109250307	6393038486504744	0.99742657	
5109303277	6396436275397928	0.9875101	
5109323042	6397716242761000	0.96331096	
510943564	134177932838184	0.98878807	
5109495412	6407299187213608	0.97851884	
5109552795	6410160574956840	0.47084582	
510957254	135123228296488	0.8705898	
5109609322	6412839695025448	0.97524136	
5109646714	6414600094745896	0.90726066	
5109740879	6418945460798760	0.88748664	
5109775670	6420562985747752	0.9898261	
510978926	136613179295016	0.99203	
5109832302	6423139563472168	0.99416673	
5109873376	6424982037333288	0.92819595	
510994060	137641219982632	0.078094386	
5109951349	6428470288975144	0.9910643	
5109969903	6429235464242472	0.99903095	
5110056267	6433639147898152	0.97995377	
511007593	138569671116072	0.9287649	
5110218076	6442915069297960	0.9958413	
5110225532	6443376644064552	0.84578466	
5110310690	6448843466343720	0.9639838	
5110314374	6449086199104808	0.9168954	
5110323435	6449662865573160	0.823426	
5110430426	6455785140127016	0.17891146	
5110521754	6460347133592872	0.9976719	
5110600711	6464119993926952	0.99850935	
5110610715	6464599620977960	0.9996253	
5110656314	6466741668807976	0.9893177	
5110728232	6470176568902952	0.9988649	
5110870140	6476965570020648	0.7811781	
5110979470	6482372195648808	0.96589714	
5111189348	6494914238350632	0.8265992	
5111203301	6495826918901032	0.997148	
5111239850	6498222906672424	0.9882784	
5111307898	6502503512671528	0.9967794	
5111315743	6502991192786216	0.9625072	
5111323698	6503482496779560	0.9957794	
5111351435	6505186122401064	0.9997316	
5111403259	6508300040799528	0.9991504	
511143448	147813246043432	0.7204995	
5111447521	6510816824526120	0.9999746	
5111614882	6519713379517736	0.99833846	
5111682079	6523007485216040	0.9825499	
5111776129	6527581960930600	0.9962094	
5111782995	6527952468968744	0.97206104	
5111784260	6527965219652904	0.9984419	
5111896770	6534601480996136	0.9867417	
5111962652	6538810951599400	0.55826396	
511200644	151710526211368	0.8991678	
5112021229	6542669174408488	0.9959765	
5112085323	6546676781548840	0.34195063	
5112132268	6549582058489128	0.8710638	
5112188468	6552954010469672	0.99578166	
5112380293	6563558016288040	0.9997148	
5112498406	6569463260775720	0.9866992	
5112531997	6571226680395048	0.9970592	
5112579706	6573859495347496	0.8454619	
5112588310	6574351470429480	0.9993051	
5112609332	6575580971926824	0.8204835	
5112651964	6578202982352168	0.74083453	
5112670457	6579378998084904	0.5208948	
5112703054	6581480914814248	0.9970789	
511272850	156637591897384	0.85226524	
5112779388	6586441400714536	0.797841	
5112816100	6588700821947688	0.2991651	
5113159540	6607643506771240	0.68560886	
5113265735	6613408292406568	0.79398686	
5113445384	6624447096554792	0.9432554	
5113449779	6624741100487976	0.050800644	
5113502396	6628108153521448	0.06349715	
5113608364	6634669387154728	0.99987626	
5113644530	6636867202450728	0.99824405	
5113657756	6637625264178472	0.9845991	
5113700653	6640127216846120	0.28005794	
5113775438	6644320312886568	0.99755114	
5113812415	6646334317004072	0.9739424	
5113901815	6651012073260328	0.99669904	
5113926631	6652303113585960	0.99970883	
5113981047	6655206847022376	0.9820886	
5113984614	6655401529836840	0.9939599	
5114039370	6658483101762856	0.99781215	
5114057283	6659573218149672	0.90820426	
5114093816	6661826264040744	0.63658625	
5114108100	6662726126798120	0.9912409	
511419201	166641376036136	0.98077214	
5114229095	6670586990691624	0.9949116	
5114236980	6671087555708200	0.99969375	
5114259254	6672455301465384	0.9990715	
5114325727	6676557397886248	0.99419564	
5114372569	6679421671310632	0.28655425	
5114374002	6679423550358824	0.9943057	
5114487122	6686003574474024	0.98396665	
5114569085	6690464434881832	0.99943346	
5114636504	6694011406779688	0.84554344	
5114792511	6702285795493160	0.93213207	
5114870240	6706992408560936	0.99998605	
5114881756	6707727787492648	0.9639016	
5114901979	6709029363909928	0.91435176	
5114971626	6713578405365032	0.9563099	
5114977062	6713928109655336	0.12068881	
511503956	172431797257512	0.9118139	
5115091650	6720607723324712	0.9843535	
5115128292	6722601326347560	0.9978156	
5115209988	6726867168396584	0.03415949	
5115261758	6729522800362792	0.99824595	
5115334850	6733256670446888	0.99953055	
5115369216	6735007674926376	0.99594396	
5115409098	6737019867104552	0.90805596	
5115553451	6744310305654056	0.99827564	
511556619	176042455467304	0.99924797	
5115616172	6747667695011112	0.79594463	
5115660032	6750221589939496	0.78636086	
5115828055	6760815797863720	0.1695374	
5115875130	6763861600765224	0.99924314	
5115952147	6768299979703592	0.87655336	
5116014630	6771699916080424	0.9907465	
5116082670	6775216554771752	0.8388868	
5116101579	6776185204114728	0.9834457	
5116113399	6776795492123944	0.649641	
5116124438	6777234518312232	0.97971237	
5116152488	6778774800958760	0.9568444	
5116176448	6780019066406184	0.9970789	
5116281733	6785499914437928	0.939618	
5116312359	6787100595062056	0.57006866	
5116335986	6788272785589544	0.9902896	
5116354226	6789238549251368	0.9728703	
5116356006	6789326126318888	0.99999845	
5116394175	6791305099609384	0.9970687	
5116394392	6791318521382184	0.8863424	
5116502800	6797424824026408	0.77859145	
5116526634	6798842431669544	0.08197256	
5116568132	6801322238412072	0.77220184	
5116685529	6809071500264744	0.98961496	
5116749982	6813275669267752	0.47436097	
5116840537	6818956837258536	0.7315947	
511691051	185290526688552	0.99661213	
5116922546	6823874440594728	0.71256375	
5116973762	6826818036696360	0.37419915	
5117103980	6833921912603944	0.99848443	
5117132847	6835464476951848	0.98791784	
5117204183	6839435308434728	0.9971354	
5117208356	6839670390785320	0.9948037	
5117264327	6843051201135912	0.925308	
5117348393	6848450444789032	0.9647267	
5117360452	6849253133911336	0.99080807	
5117383543	6850710872655144	0.99998975	
5117384845	6850858914809128	0.7983603	
5117391051	6851264990545192	0.9798615	
5117488262	6857455716140328	0.68944454	
511751067	189458456905000	0.9951198	
5117538198	6860556279874856	0.9996772	
5117581451	6863149970359592	0.75439566	
5117594009	6863908971611432	0.9990421	
5117714512	6870804608714024	0.86244375	
5117837625	6877360406529320	0.996214	
5117841448	6877463888397608	0.9946286	
5117912549	6881497667994920	0.9984718	
5117955762	1605753987532072	0.4681956	
5117964552	6884606553228584	0.7978658	
511799558	192811819730216	0.98541784	
5118012707	6887651550823720	0.99987817	
5118068341	6891297910949160	0.9999714	
5118078230	6891839882134824	0.99969363	
5118164970	6897324219827496	0.44823208	
5118223393	6900625506174248	0.9994647	
5118224678	6900686508131624	0.9911543	
5118234251	6901219352511784	0.9975921	
5118309745	6905266084119848	0.98937047	
5118340563	6906859047224616	0.9973895	
5118448858	6912544443073832	0.9407235	
5118517849	6916135438386472	0.94645673	
511853863	196570520093992	0.99936694	
5118545124	6827468522915112	0.99998176	
5118561263	6918490422641960	0.016724765	
5118570968	6919055277950248	0.9838395	
5118642506	6923271258113320	0.9208981	
511864657	197324353963304	0.99829847	
5118778346	6931996752610600	0.9985366	
5118785858	6932500874396968	0.9999237	
5118834271	6935651836888360	0.78556	
5118940633	6942360106042664	0.99961734	
5119122409	6953051957364008	0.999835	
5119171323	6953525947270440	0.99271303	
5119192986	6956987959346472	0.43473554	
5119236141	6959421595190568	0.96988803	
5119286006	6962315530732840	0.99005353	
5119330770	6965069879837992	0.99828786	
511940380	202572871107880	0.49243808	
5119426796	6971297850852648	0.99960846	
5119450214	6972860614968616	0.814912	
5119533491	635329279558952	0.9618953	
5119540998	6978791360824616	0.99995387	
5119650726	6985670623364392	0.9726194	
511966322	204385414415656	0.9966628	
5119822213	6995792519103784	0.9699555	
5119843808	6996993969095976	0.9940163	
5119925358	7001463285220648	0.824999	
5119934746	7001991767524648	0.9882933	
5119935360	7002023241581864	0.9991942	
5119936232	7001264508765480	0.968437	
5120001384	7005804758959400	0.9776184	
5120027111	6938081110656296	0.9982461	
51200405634	61646074225755432	0.99928313	
51200508786	61651318984803624	0.99972993	
51200523117	61651961753503016	0.99734586	
51201188790	61984254313497896	0.94491005	
51201267996	61988162867954984	0.9901764	
5120137324	7014375970178344	0.9672192	
51201423543	61995834216416552	0.9754917	
51201506002	61999876384621864	0.98929054	
51201554579	62002341628740904	0.99900323	
51201795492	62014521686230312	0.99560887	
51201795516	62014350894171432	0.49411055	
51201878247	62019018181444904	0.9996939	
51202181837	62034310412502312	0.9897249	
51202191601	62034825540142376	0.7632906	
51202643649	62056558343095592	0.995856	
51203142400	62081662426940712	0.69955295	
5120327272	7026224442770728	0.9998746	
51203419773	62095110909068584	0.9092194	
51203436685	62095905813562664	0.9712531	
5120345626	7026825402647848	0.99995804	
5120350844	7027555748414760	0.9968592	
51203595230	62103815062947112	0.9995369	
51203819193	62115267928786216	0.9380992	
51203848608	62116809218065704	0.9653957	
512038715	209414955337000	0.81944335	
5120396303	7030151317947688	0.7911945	
5120497632	7035772356396328	0.99886155	
51205233748	62184026664207656	0.7853315	
5120563309	7039397510120744	0.98048246	
51205699537	62206345864414504	0.9808343	
51206060078	62224767985780008	0.99930084	
5120608727	7041871344174376	0.9996551	
51206348070	62239198136370472	0.92557764	
5120683519	7045874320803112	0.97968745	
51207200893	62282398460937512	0.67254704	
51207579856	62300525504628008	0.9951213	
51207627516	62302806736241960	0.98169947	
51207679854	62305357611271464	0.9515672	
5120794783	7052020284785960	0.9920717	
512082650	212470354806056	0.6660903	
51208294542	62335648203670824	0.8430379	
5120856892	7055685972264232	0.9936155	
5120899101	7058224834807080	0.98589283	
5120929376	7060231725385000	0.76949936	
51209671535	62403529759130920	0.07675904	
51209801924	62410120587773224	0.015328391	
51209870387	62413858551498024	0.99968386	
51210060018	62423786301293864	0.7225498	
512101686	213784145036584	0.96450436	
51210217172	62431054929462568	0.79264456	
51210802505	62461102252229928	0.9981501	
512109639	214347725276456	0.9989479	
5121114622	7072268102796584	0.83765715	
51211341193	62489169192420648	0.025038263	
51211422775	62493370811286824	0.9992404	
51211445423	62494402006091048	0.91162044	
51211675466	62506261484537128	0.9999716	
51211681045	62506481333175592	0.99394095	
5121168225	7075393832355112	0.99491185	
512118675	214931505284392	0.8780207	
5121201182	7077226508322088	0.96977925	
51212115112	62508895373231400	0.89729846	
5121215902	7078097514267944	0.9941387	
5121218329	7078232738628904	0.9920861	
51212259304	62536539192034600	0.9145668	
5121243739	7079650010727720	0.89311206	
51212876994	62568440934040872	0.3194661	
51213043838	62577191393035560	0.9999424	
51213297673	62589776385410344	0.9999434	
51213433565	62596751882061096	0.42922258	
51213436083	62596875966350632	0.66250587	
51213570813	62603649800865064	0.92722815	
51213733986	62612327312524584	0.99797255	
51213795847	62615723692131624	0.9908104	
5121393624	7087929432605992	0.9973459	
51214215177	62637477902812456	0.90224963	
512142557	216611709912360	0.99095154	
512146558	216911216772392	0.066805996	
51214673048	62661250211251496	0.9802995	
512148281	217029932352808	0.9992501	
512150008	217136568337704	0.996968	
5121506295	7094221089932584	0.9590586	
51215066508	62681917795206440	0.99998164	
5121538561	7096005850170664	0.92237616	
5121553924	7096843972773160	0.82317764	
51215614472	62710301153690920	0.98850214	
5121595626	7099119231698216	0.9992507	
51215999744	62730403681010984	0.6114427	
51216041105	62732390170494248	0.9970715	
51216202951	62734702809056552	0.9527689	
5121653434	7102465950745896	0.99584323	
51216583267	62758458138953000	0.63261664	
51216609593	62759857358767400	0.95368373	
51216771787	62768350790812968	0.99311393	
512168527	218439151387944	0.82785094	
51216909417	62774616477009192	0.9356681	
51216920387	62775294544971048	0.9668629	
51216947969	62776522905617704	0.9186578	
51217032405	62780663186982184	0.9998597	
51217071565	62782613236352296	0.9659638	
51217192149	62788629143356712	0.89304346	
51217450970	62801799526352168	0.982441	
51217522177	62805618691802408	0.99778616	
5121763786	7109281996735784	0.9364118	
5121785217	7110651889976616	0.97806084	
51217881184	62824151744120104	0.99467057	
5121798877	7111549873685800	0.96393114	
51218089299	62834409937962280	0.997198	
51218466581	62853725815178536	0.98741364	
51218473543	62854024516732200	0.9379143	
5121849463	7114866729289000	0.99300224	
512185565	219621408245032	0.931842	
51218606797	62861421859702056	0.9549181	
51218616689	62861967387657512	0.99824464	
5121861883	7115684853450024	0.9826634	
5121870964	7116287423939880	0.9944648	
51219334031	62898438907757864	0.7403023	
51219413361	62902535031489832	0.91692215	
5121942377	7121029940249896	0.9999168	
51219493472	62906804497417512	0.9920704	
5121952411	7121686801810728	0.9985831	
5121954437	7119080696186152	0.99995935	
51219575253	62911187779978536	0.1467198	
5122031577	7126747011482920	0.9994413	
5122102958	7131362960475432	0.9977126	
51221211609	62994964606747944	0.99034405	
51221370063	63003554809775400	0.99951327	
51221538141	63012753690199336	0.5273116	
51221601789	63015941092803880	0.9996728	
51221724907	63021976125834536	0.26871553	
51222080261	63039986802754856	0.9999275	
51222098970	63040845930431784	0.9866894	
51222352763	63054435475391784	0.82750994	
5122245406	7140009400730920	0.91992325	
51222655904	63070282495427880	0.99983025	
51222720293	63073607873856808	0.9996482	
51222832104	63079285887730984	0.99972874	
51222955987	63085695925093672	0.35823983	
51223088797	63092905027700008	0.999464	
5122330720	7144884926809384	0.99991536	
51223399395	63109975576544552	0.9277858	
51223401913	63110120196146472	0.9995951	
51223503860	63115010150630696	0.2616527	
51223540132	63117043750536488	0.9736569	
51223641584	63122311662142760	0.9927267	
5122368164	7147013284431144	0.9996123	
51223831513	63132107744347432	0.9567984	
51223856824	63133425829545256	0.993487	
51224285287	63156848567911720	0.97401154	
5122442151	7151362542798120	0.98454154	
51224861493	63185911604970792	0.9997844	
5122489372	7154290636752168	0.9938014	
5122498463	7154884214654248	0.9950507	
51224993375	63192801403602216	0.652119	
51225179635	63203081340716328	0.8929304	
51225295957	63209340987114792	0.40780416	
5122536485	7157341539927336	0.9495187	
51225503644	63219569518839080	0.9990553	
51225530495	63221067724227880	0.6692953	
5122566829	7159328633390376	0.9999212	
51225784768	63234191533671720	0.82705605	
51225872367	63238720643794216	0.9999163	
5122594430	7161152316769576	0.020944647	
512264010	225076822017320	0.90979546	
5122649863	7164841559459112	0.9997687	
51226864338	63290583648961832	0.6852307	
5122689067	7167387468432680	0.90941906	
51226973310	63296532916864296	0.09758783	
51227104641	63303728933242152	0.7745996	
51227203114	63308598755067176	0.97795504	
51227377639	63317443233580328	0.99996185	
5122750596	7171350381069608	0.9987882	
5122775619	7172869524423976	0.9414084	
51227804302	63339509500478760	0.99997914	
51227872934	63343687027262760	0.8748356	
5122797846	7174346322085160	0.99985015	
51228095818	63355398799099176	0.9935802	
51228125284	63356871972881704	0.9844788	
51228229980	63362205718283560	0.99908996	
51228332286	63367482488259880	0.9899205	
5122834336	7176608360564008	0.9995372	
51228691691	63386811720140072	0.49831152	
5122870630	7178861741999400	0.99934953	
5122879956	7179424852477224	0.9951498	
51228870089	63396310577186088	0.9755804	
5122887588	7179890118231336	0.7895678	
5122890609	7180067151414568	0.68676364	
51229052223	63405588847396136	0.9324589	
5122926886	7182190811415848	0.9986047	
5122933203	7182622656955688	0.9935503	
51229446975	63426171001767208	0.9873926	
51229553089	63432121007867176	0.9835766	
51230040149	63457748876395816	0.98414385	
51230159646	63464094220813608	0.99523216	
5123018198	7187565761660200	0.9990683	
5123036916	7188618498409768	0.9981048	
51230378435	63475936922043688	0.022927543	
51230386560	63476300786304296	0.9957339	
5123048964	7189271400547624	0.99503493	
51230720859	63494619023148328	0.9997023	
51230813339	63499218060707112	0.94478405	
51230922701	63504857352766760	0.9916249	
5123096106	7191892672775464	0.72714365	
51230968573	63507250857510184	0.999925	
51231272804	63523142303614248	0.99961424	
51231375146	63528773072848168	0.7475715	
5123154088	7195281334863144	0.58895946	
51231672873	63544976910714152	0.1467051	
512318433	228868070180136	0.0014888325	
51231953626	63559189762802984	0.95810455	
51232403607	63583459616359720	0.9990427	
51232434906	63585262026229032	0.19790226	
51232935935	63610921301706024	0.7012535	
51232965653	63612569696732456	0.9908881	
51233049087	63616968951203112	0.98782736	
5123313250	7205343033951528	0.27635413	
51233157186	63622639314666792	0.9992336	
51233362587	63634140968650024	0.89451075	
51233478620	63640900441867560	0.7737134	
5123373839	7209358492828968	0.93931836	
51233743529	63654749899457832	0.068314165	
512339226	230310977865000	0.653168	
51234001464	63667852838044968	0.9994816	
5123406673	7211489534805288	0.85910165	
5123426141	7212715546641704	0.11389377	
51234267424	63681726253499688	0.992762	
51234417600	63690062382368040	0.47625142	
5123468265	7215269911332136	0.9929778	
51235016319	63720428874892584	0.89292735	
512350674	230744635344168	0.61744964	
51235167532	63728528042362152	0.97748965	
51235278089	63734649444500776	0.9999194	
51235294903	63735505820714280	0.98755753	
5123546144	7219728758474024	0.8459209	
51235501630	63746508184749352	0.17942247	
51235658863	63754266103645480	0.9073191	
5123581823	7221840741532968	0.998279	
51236232669	63784296917632296	0.9999027	
51236405204	63793578811721000	0.9982645	
5123664659	7226534268372264	0.8001851	
5123705918	7228889185518888	0.9996006	
5123712959	7229289624110376	0.9369253	
512372147	232238679983400	0.9911718	
5123749085	7231348591166760	0.99964035	
5123770626	7232571784430888	0.9982627	
51237706769	63859109677892904	0.9994143	
5123816968	7235193190876456	0.9845707	
51238408504	63883416642651432	0.849258	
51238451923	63884959810979112	0.014591756	
51238538590	63887660674319656	0.9987552	
51238653752	63891574865921320	0.9497387	
51238736818	63894391223616808	0.60451037	
5123879205	7238861428491560	0.98212296	
51238942362	63901919495980328	0.9990252	
51239043590	63906216006780200	0.8991538	
51239057462	63906822201148712	0.9988374	
51239425286	63921509580014888	0.9961039	
51239546464	63925032124286248	0.997463	
51239692844	63929482448602408	0.986696	
51239768145	63932096540181800	0.98721087	
5123991087	7245891283322152	0.8845755	
51240567904	63962047360402728	0.9329164	
5124087445	7252240452945192	0.99157083	
